,CASE_NUM,datetime,LONGITUDE,LATITUDE,score
9761,SAPD16273801,12/16/2016 15:00,-98.460833,29.389722,2186.587866
9760,SAPD16273391,12/16/2016 15:21,-98.59442163,29.53847439,1721.685616
9738,SAPD16273686,12/16/2016 16:00,-98.50259636,29.48651249,2414.3547
9759,SAPD16273491,12/16/2016 16:40,-98.53579296,29.33282226,1578.738543
9757,SAPD16274950,12/16/2016 17:00,-98.52425647,29.49747933,2312.84823
9758,SAPD16273989,12/16/2016 17:00,-98.69841559,29.43040804,1075.340543
9756,SAPD16273579,12/16/2016 17:30,-98.42238853,29.35759812,1528.975108
9736,SAPD16273457,12/16/2016 17:52,-98.46348071,29.38126505,2172.529811
9755,SAPD16275436,12/16/2016 18:00,-98.5908187,29.50776775,2053.166187
9754,SAPD16273641,12/16/2016 18:30,-98.56224933,29.48075576,2428.018444
9753,SAPD16273907,12/16/2016 19:52,-98.46915423,29.38276779,2234.194
9752,SAPD16278018,12/16/2016 20:00,-98.40271729,29.4931347,1697.556229
9751,SAPD16274320,12/16/2016 21:00,-98.50299322,29.48642893,2478.419182
9750,SAPD16281951,12/16/2016 22:00,-98.43133923,29.49055757,2000.6955
9112,SAPD16277101,12/17/2016 0:00,-98.61452589,29.36015107,1596.891979
9111,SAPD16274146,12/17/2016 1:00,-98.50450291,29.39533395,2492.256722
9110,SAPD16273938,12/17/2016 4:30,-98.66861383,29.49049897,1412.916113
9109,SAPD16274436,12/17/2016 6:00,-98.49839562,29.53775371,2048.206392
9108,SAPD16274821,12/17/2016 9:00,-98.49122406,29.42651813,2563.215304
9090,SAPD16274298,12/17/2016 11:00,-98.39382427,29.41124622,1631.666662
9107,SAPD16277292,12/17/2016 12:00,-98.56751327,29.52594335,2078.636255
9106,SAPD16274247,12/17/2016 12:15,-98.47166085,29.59192729,1313.639376
9105,SAPD16274386,12/17/2016 13:00,-98.46520124,29.36890681,2080.74756
9104,SAPD16275004,12/17/2016 17:30,-98.603056,29.346667,1589.62419
9103,SAPD16274492,12/17/2016 18:00,-98.44634605,29.39556479,2197.803875
9089,SAPD16274401,12/17/2016 18:30,-98.585556,29.450278,2443.326602
9102,SAPD16274545,12/17/2016 18:30,-98.4575,29.4325,2510.481564
9101,SAPD16274604,12/17/2016 18:54,-98.35504565,29.49411999,1246.627431
9091,SAPD16275072,12/17/2016 19:00,-98.45021359,29.42444681,2362.511317
9099,SAPD16274852,12/17/2016 20:00,-98.58825194,29.50224607,2224.58058
9100,SAPD16274967,12/17/2016 20:00,-98.50259362,29.45698589,2657.038081
9098,SAPD16274779,12/17/2016 21:40,-98.69733519,29.43744136,1196.100569
9097,SAPD16274702,12/17/2016 22:30,-98.44403008,29.35178707,1797.686823
8519,SAPD16274643,12/18/2016 0:01,-98.41109912,29.52615947,1687.596744
8533,SAPD16275235,12/18/2016 1:00,-98.40670144,29.48412994,1906.264139
8532,SAPD16274869,12/18/2016 10:00,-98.47110891,29.44309874,2555.941446
8530,SAPD16274988,12/18/2016 11:00,-98.4147252,29.51562319,1787.029376
8531,SAPD16275187,12/18/2016 11:00,-98.48429925,29.39211688,2470.839327
8529,SAPD16275647,12/18/2016 13:00,-98.52021872,29.38696204,2450.458179
8528,SAPD16275267,12/18/2016 17:00,-98.71212226,29.49709415,965.6505668
8527,SAPD16275355,12/18/2016 20:00,-98.54819232,29.56752014,1721.328111
8526,SAPD16275221,12/18/2016 20:20,-98.59016838,29.43777552,2373.287404
8030,SAPD16275423,12/19/2016 1:00,-98.48403583,29.39674869,2484.308637
8016,SAPD16275740,12/19/2016 6:00,-98.61083302,29.37530058,1805.901363
8028,SAPD16275645,12/19/2016 8:00,-98.3775985,29.56655294,1025.891794
8029,SAPD16275513,12/19/2016 8:00,-98.44930344,29.42192107,2393.149711
8011,SAPD16275503,12/19/2016 8:35,-98.65479352,29.42418434,1635.889723
8027,SAPD16277247,12/19/2016 11:00,-98.50319887,29.64728061,731.2862128
8026,SAPD16275630,12/19/2016 11:30,-98.54161261,29.47643165,2684.784968
8010,SAPD16284539,12/19/2016 13:00,-98.4944949,29.45202824,2700.033088
8013,SAPD16275757,12/19/2016 13:00,-98.50426418,29.4864634,2580.589211
8025,SAPD17005641,12/19/2016 14:00,-98.60936549,29.57910419,1302.923818
8012,SAPD16275654,12/19/2016 15:00,-98.60486501,29.47675237,2225.587366
8014,SAPD16275762,12/19/2016 17:00,-98.53342571,29.56011071,1833.808438
8009,SAPD16275978,12/19/2016 19:00,-98.46921139,29.43121538,2659.204548
8024,SAPD16276325,12/19/2016 22:00,-98.46717037,29.43049372,2664.122985
8023,SAPD16277516,12/19/2016 22:22,-98.65540394,29.41438384,1622.135615
7301,SAPD16276066,12/20/2016 5:20,-98.36775509,29.46705541,1544.555826
7300,SAPD16276092,12/20/2016 6:40,-98.52103278,29.43855491,2762.484836
7299,SAPD16276565,12/20/2016 7:00,-98.56840519,29.49045817,2495.161287
7408,SAPD16276104,12/20/2016 7:10,-98.58836863,29.50002467,2300.460218
7411,SAPD16276803,12/20/2016 13:00,-98.48449233,29.36572427,2210.633984
7297,SAPD16276615,12/20/2016 13:30,-98.51732981,29.55971308,1877.828583
7298,SAPD16276628,12/20/2016 13:30,-98.4227758,29.52058809,1918.624523
7296,SAPD16277301,12/20/2016 14:30,-98.61140237,29.33811624,1483.029525
7295,SAPD16276616,12/20/2016 14:45,-98.50974253,29.55214015,2037.432154
7294,SAPD16276804,12/20/2016 15:00,-98.54123736,29.460849,2782.468208
7304,SAPD16276752,12/20/2016 16:00,-98.50555706,29.50425885,2509.909025
7302,SAPD16279521,12/20/2016 17:00,-98.58828243,29.45679312,2476.706369
7303,SAPD16276675,12/20/2016 17:00,-98.62480063,29.59061872,1121.983944
7293,SAPD16276588,12/20/2016 17:28,-98.57844701,29.47315421,2544.791023
7290,SAPD16277154,12/20/2016 18:00,-98.44236846,29.35576833,1932.203058
7291,SAPD16278892,12/20/2016 18:00,-98.50822283,29.54680187,2122.797865
7292,SAPD17002746,12/20/2016 18:00,-98.42455064,29.43561352,2177.443715
7410,SAPD16276747,12/20/2016 18:30,-98.47314386,29.39394108,2519.54825
7289,SAPD16276758,12/20/2016 22:49,-98.440833,29.359167,1990.708866
7409,SAPD16277304,12/20/2016 23:00,-98.55015101,29.42457124,2779.236708
7416,SAPD16276786,12/20/2016 23:00,-98.43967495,29.35784846,1992.065975
6734,SAPD16277126,12/21/2016 0:30,-98.5179121,29.3418335,1943.752541
6722,SAPD16276885,12/21/2016 3:00,-98.5981179,29.61433949,1007.861596
6723,SAPD16281965,12/21/2016 4:45,-98.57161409,29.49501356,2576.749385
6733,SAPD16277553,12/21/2016 6:30,-98.63424189,29.33765258,1280.829661
6732,SAPD16276919,12/21/2016 6:31,-98.55465639,29.39854274,2570.021228
6731,SAPD16277299,12/21/2016 7:00,-98.55754006,29.50591603,2559.60654
6730,SAPD16277151,12/21/2016 10:00,-98.65833061,29.51505981,1542.667503
6743,SAPD16277083,12/21/2016 13:00,-98.49783599,29.36152637,2271.821166
6742,SAPD16277157,12/21/2016 14:08,-98.54760973,29.51487731,2525.728592
6741,SAPD16277146,12/21/2016 14:57,-98.49467661,29.45749816,2804.72323
6739,SAPD16278656,12/21/2016 17:00,-98.51612833,29.38229078,2564.977372
6740,SAPD16277701,12/21/2016 17:00,-98.58566556,29.4112062,2377.696956
6735,SAPD16277491,12/21/2016 17:30,-98.55035329,29.42210294,2835.613979
6737,SAPD16277565,12/21/2016 18:30,-98.47170662,29.39970054,2624.611016
6738,SAPD16277370,12/21/2016 18:30,-98.45030835,29.37729655,2289.927213
6736,SAPD16277464,12/21/2016 19:00,-98.5,29.565556,1867.991776
6021,SAPD16277633,12/22/2016 0:10,-98.44718874,29.43262448,2522.39021
6045,SAPD16281508,12/22/2016 8:00,-98.51643044,29.33308559,1861.885356
6044,SAPD16277864,12/22/2016 8:30,-98.52070376,29.43791191,2912.51963
6043,SAPD16277783,12/22/2016 9:32,-98.58846136,29.4494294,2575.206514
6042,SAPD16277861,12/22/2016 11:32,-98.46880523,29.38037317,2455.068169
6040,SAPD16280787,12/22/2016 16:05,-98.50822283,29.54680187,2142.584653
6038,SAPD16278749,12/22/2016 17:00,-98.44821934,29.3674743,2121.227483
6039,SAPD16278969,12/22/2016 17:00,-98.49199134,29.53123471,2278.027808
6037,SAPD16278346,12/22/2016 17:30,-98.38094968,29.49999603,1627.953091
6020,SAPD17001996,12/22/2016 18:00,-98.44950342,29.36067258,2116.605981
6036,SAPD16278239,12/22/2016 18:30,-98.46101394,29.38807102,2555.309183
6035,SAPD16281594,12/22/2016 19:00,-98.52157384,29.44616716,2901.533197
6034,SAPD16278825,12/22/2016 19:30,-98.51642326,29.54738403,2143.215925
6033,SAPD16278558,12/22/2016 20:00,-98.51805991,29.58291399,1637.521884
5383,SAPD16278381,12/23/2016 1:25,-98.67703198,29.51185055,1379.092419
5397,SAPD16278718,12/23/2016 6:00,-98.68631059,29.508791,1280.258547
5396,SAPD16278705,12/23/2016 9:00,-98.36245474,29.4918163,1445.333272
5360,SAPD16279436,12/23/2016 10:00,-98.42491282,29.45581718,2278.928983
5395,SAPD17004332,12/23/2016 10:00,-98.41404887,29.37108104,1820.660633
5394,SAPD16278704,12/23/2016 10:15,-98.53566685,29.43635873,2902.099766
5482,SAPD16278618,12/23/2016 10:50,-98.52052971,29.40706699,2809.628367
5481,SAPD16278997,12/23/2016 11:00,-98.39882588,29.54640278,1491.411503
5364,SAPD16281585,12/23/2016 12:00,-98.45296197,29.58914396,1452.522145
5393,SAPD16278893,12/23/2016 13:00,-98.50116762,29.3955063,2741.557974
5392,SAPD16284126,12/23/2016 14:00,-98.44791165,29.35870724,2077.199542
5391,SAPD16278824,12/23/2016 14:20,-98.38655024,29.3713329,1547.212697
5390,SAPD16279218,12/23/2016 16:00,-98.64486169,29.45041061,1922.113119
5362,SAPD16279087,12/23/2016 17:00,-98.55588518,29.363368,2227.216048
5363,SAPD16279423,12/23/2016 17:00,-98.45529715,29.5790968,1602.889437
5388,SAPD16280620,12/23/2016 17:00,-98.67705734,29.49122616,1508.785415
5389,SAPD16280748,12/23/2016 17:00,-98.59277217,29.43941004,2547.723917
5387,SAPD16278989,12/23/2016 18:10,-98.50652192,29.39722864,2850.545969
5361,SAPD16281007,12/23/2016 19:00,-98.55754006,29.50591603,2564.339482
5386,SAPD16278988,12/23/2016 20:00,-98.65649728,29.52833363,1477.63754
5385,SAPD16279096,12/23/2016 22:55,-98.50555491,29.52964851,2414.944899
4780,SAPD17002456,12/24/2016 0:00,-98.42681553,29.49569408,2228.776596
4779,SAPD16280329,12/24/2016 0:01,-98.434722,29.4125,2456.375925
4777,SAPD16281018,12/24/2016 8:00,-98.55661696,29.44420166,2883.15743
4778,SAPD16280936,12/24/2016 8:00,-98.69067047,29.49900437,1336.817806
4776,SAPD16283019,12/24/2016 9:00,-98.58787353,29.48142373,2574.60514
4774,SAPD16284525,12/24/2016 10:00,-98.544444,29.465278,2974.015382
4775,SAPD16279441,12/24/2016 10:00,-98.46742139,29.41466937,2756.37142
4737,SAPD16280075,12/24/2016 12:00,-98.54315046,29.47885197,2948.563385
4754,SAPD16279623,12/24/2016 12:00,-98.48393495,29.41482182,2887.548364
4773,SAPD16280203,12/24/2016 13:00,-98.47531487,29.5041188,2611.55585
4772,SAPD17004748,12/24/2016 14:00,-98.42590119,29.41278301,2389.238842
4736,SAPD16279559,12/24/2016 14:10,-98.65331646,29.5057716,1715.259709
4770,SAPD16279855,12/24/2016 15:00,-98.66542721,29.52420884,1500.194187
4771,SAPD16280208,12/24/2016 15:00,-98.56043013,29.47399725,2885.950756
4769,SAPD16279755,12/24/2016 17:45,-98.525556,29.540833,2379.314257
4767,SAPD16279959,12/24/2016 18:00,-98.56567043,29.44634103,2938.720396
4768,SAPD16279772,12/24/2016 18:00,-98.56023323,29.45724052,2937.833731
4726,SAPD16279746,12/24/2016 18:35,-98.50979926,29.49848826,2778.097335
4765,SAPD16279795,12/24/2016 19:00,-98.5430772,29.40051647,2816.771067
4766,SAPD16279963,12/24/2016 19:00,-98.39744185,29.48283969,2086.583496
4764,SAPD16280364,12/24/2016 20:00,-98.5036624,29.40108554,2934.617719
4763,SAPD16279889,12/24/2016 21:00,-98.4955913,29.4013265,2919.762585
4762,SAPD16280115,12/24/2016 22:00,-98.56410839,29.51911631,2629.461278
4735,SAPD16280051,12/24/2016 23:00,-98.51999565,29.42833372,3036.139496
4151,SAPD16284014,12/25/2016 0:00,-98.36143756,29.55421271,1131.811224
4176,SAPD16279933,12/25/2016 0:00,-98.58020709,29.55299167,1992.48014
4150,SAPD16280357,12/25/2016 1:00,-98.47586081,29.50342854,2708.091963
4175,SAPD16279904,12/25/2016 1:24,-98.44378105,29.35542024,2111.272981
4163,SAPD16279916,12/25/2016 2:28,-98.51673981,29.37684894,2645.052669
4162,SAPD16279941,12/25/2016 2:31,-98.64133103,29.39191607,1872.875369
4174,SAPD16280193,12/25/2016 3:30,-98.5668371,29.52058971,2640.865825
4173,SAPD16280290,12/25/2016 4:00,-98.68735625,29.48571186,1492.751471
4172,SAPD16280038,12/25/2016 7:00,-98.547222,29.471111,3124.24589
4149,SAPD16280218,12/25/2016 8:00,-98.51929712,29.40345641,2971.319697
4171,SAPD16280085,12/25/2016 8:00,-98.53370669,29.40974673,3098.407088
4169,SAPD16280224,12/25/2016 10:00,-98.50484264,29.52425029,2591.575088
4170,SAPD16280156,12/25/2016 10:00,-98.53396342,29.43608835,3249.969527
4168,SAPD16280796,12/25/2016 11:00,-98.5426828,29.4956459,2950.580962
4167,SAPD16280104,12/25/2016 11:30,-98.5380292,29.44322377,3242.310155
4166,SAPD17001435,12/25/2016 12:00,-98.41429363,29.41951551,2316.175279
4165,SAPD16284680,12/25/2016 14:00,-98.45119277,29.42321396,2822.322331
4148,SAPD16280946,12/25/2016 15:35,-98.48074653,29.37077731,2624.346128
4179,SAPD17000044,12/25/2016 17:00,-98.46063952,29.45649089,2940.169426
4180,SAPD16280617,12/25/2016 17:00,-98.54212263,29.33140483,1962.97156
4178,SAPD17004602,12/25/2016 18:00,-98.62666223,29.45009003,2334.419448
4177,SAPD17001768,12/25/2016 20:00,-98.54499754,29.4366592,3200.614179
4137,SAPD16280430,12/25/2016 23:00,-98.5235055,29.40633917,3139.640096
3530,SAPD16280439,12/26/2016 0:00,-98.53361961,29.41309679,3184.162956
3520,SAPD17001264,12/26/2016 1:00,-98.60031687,29.3462227,1854.253287
3519,SAPD16280924,12/26/2016 5:45,-98.56180058,29.42055922,3051.280479
3529,SAPD16280990,12/26/2016 8:00,-98.55525174,29.42947868,3125.498557
3629,SAPD17002388,12/26/2016 8:00,-98.40179867,29.42465467,2212.783377
3628,SAPD16280689,12/26/2016 10:20,-98.65723925,29.42687383,1887.198226
3528,SAPD16281004,12/26/2016 12:50,-98.55788525,29.4613268,3116.002773
3518,SAPD17001311,12/26/2016 17:00,-98.44235468,29.35659662,2237.4329
3527,SAPD16281034,12/26/2016 17:00,-98.48226096,29.3339063,2014.685761
3526,SAPD16281089,12/26/2016 21:00,-98.67117349,29.51590345,1603.279297
2893,SAPD16281181,12/27/2016 0:00,-98.4301795,29.48619368,2445.800923
2912,SAPD16282209,12/27/2016 0:00,-98.55883417,29.42039393,3121.430919
2911,SAPD16281201,12/27/2016 0:01,-98.43655373,29.3594408,2199.847118
2812,SAPD16281262,12/27/2016 0:03,-98.39469694,29.5916592,1097.753921
2811,SAPD16281204,12/27/2016 0:10,-98.66561226,29.52551046,1596.105661
2810,SAPD16282774,12/27/2016 1:00,-98.58216758,29.4839997,2851.820566
2809,SAPD16281228,12/27/2016 1:49,-98.43766299,29.36652561,2272.102523
2808,SAPD16281410,12/27/2016 3:00,-98.44017023,29.37262521,2374.440121
2807,SAPD16281540,12/27/2016 5:00,-98.44357426,29.37734878,2476.000379
2806,SAPD16281753,12/27/2016 5:15,-98.56180058,29.42055922,3115.444187
2933,SAPD16281284,12/27/2016 6:20,-98.46500702,29.43003472,2995.931468
2932,SAPD16281800,12/27/2016 7:30,-98.44804101,29.42573816,2811.82268
2910,SAPD16282365,12/27/2016 9:00,-98.51024836,29.36307784,2608.444295
2931,SAPD16281743,12/27/2016 9:00,-98.61318234,29.32971437,1580.76022
2930,SAPD16282800,12/27/2016 10:30,-98.47717692,29.40923377,3043.388334
2929,SAPD16281422,12/27/2016 11:03,-98.52373011,29.46415692,3195.30687
2899,SAPD16281685,12/27/2016 12:30,-98.58675282,29.45244975,2915.479488
2928,SAPD16281522,12/27/2016 12:49,-98.39027804,29.55541904,1437.141013
2892,SAPD16282426,12/27/2016 14:00,-98.44006106,29.49439284,2580.035773
2909,SAPD16281716,12/27/2016 14:00,-98.55268044,29.42988612,3217.996834
2927,SAPD16281992,12/27/2016 16:00,-98.68670457,29.51886098,1403.523175
2891,SAPD16281687,12/27/2016 16:36,-98.54152283,29.42245933,3217.989692
2926,SAPD16281804,12/27/2016 18:15,-98.67359288,29.51962872,1630.851481
2925,SAPD16281917,12/27/2016 18:30,-98.50292843,29.61166751,1374.016961
2898,SAPD17001292,12/27/2016 19:29,-98.62666223,29.45009003,2388.829957
2923,SAPD17001885,12/27/2016 21:00,-98.43133923,29.49055757,2539.029917
2922,SAPD16282195,12/27/2016 22:00,-98.41533136,29.50461271,2226.886755
2921,SAPD16281989,12/27/2016 23:50,-98.64079965,29.38534167,1911.599695
2173,SAPD16282046,12/28/2016 2:15,-98.39744185,29.48283969,2156.260534
2271,SAPD17005207,12/28/2016 6:30,-98.53167398,29.50875738,2883.980833
2172,SAPD16282541,12/28/2016 6:40,-98.57564158,29.44568678,3153.528201
2171,SAPD16282377,12/28/2016 7:50,-98.52676386,29.4226849,3164.271062
2264,SAPD16282830,12/28/2016 8:30,-98.50332304,29.40981604,3133.340137
2154,SAPD16282478,12/28/2016 9:15,-98.58483416,29.42638392,2887.903393
2168,SAPD16283744,12/28/2016 10:00,-98.445278,29.518333,2449.815505
2169,SAPD16282698,12/28/2016 10:00,-98.49379421,29.50247676,2881.319823
2170,SAPD16282665,12/28/2016 10:00,-98.53804723,29.44426838,3345.788047
2166,SAPD16282755,12/28/2016 13:00,-98.45107125,29.42334568,2947.476324
2167,SAPD16282335,12/28/2016 13:00,-98.50417003,29.38311807,2918.184507
2165,SAPD16282488,12/28/2016 13:45,-98.51002687,29.42105514,3246.924928
2163,SAPD16282693,12/28/2016 15:00,-98.41333825,29.51560993,2179.951087
2164,SAPD16282566,12/28/2016 15:00,-98.47093365,29.36986119,2698.669132
2162,SAPD16282828,12/28/2016 17:40,-98.50055711,29.52752228,2677.055939
2161,SAPD16282707,12/28/2016 18:00,-98.57860319,29.43285853,3093.902645
2153,SAPD16282663,12/28/2016 19:00,-98.51359056,29.36600737,2694.806626
2152,SAPD16283115,12/28/2016 20:00,-98.4628271,29.32656322,1931.25781
2160,SAPD16283069,12/28/2016 22:00,-98.41629182,29.51485801,2227.314316
2151,SAPD16283436,12/28/2016 22:15,-98.4400008,29.4093924,2745.426773
1494,SAPD16283046,12/29/2016 1:30,-98.43320018,29.4176452,2743.668687
1502,SAPD16283595,12/29/2016 1:30,-98.46683329,29.3794631,2819.131014
1501,SAPD16283465,12/29/2016 5:40,-98.58753119,29.50717106,2550.404741
1493,SAPD16283520,12/29/2016 6:00,-98.61083302,29.37530058,2238.7674
1500,SAPD16282928,12/29/2016 6:00,-98.61322223,29.5715064,1661.738192
1499,SAPD16283512,12/29/2016 7:00,-98.49481243,29.369891,2834.328265
1599,SAPD16283620,12/29/2016 7:00,-98.47423756,29.37454115,2909.493139
1498,SAPD16283524,12/29/2016 10:00,-98.54800456,29.53549604,2511.816201
1597,SAPD16283055,12/29/2016 10:28,-98.62415249,29.40616789,2347.703983
1492,SAPD16283213,12/29/2016 11:30,-98.47126856,29.37220481,2854.119937
1598,SAPD17002023,12/29/2016 13:00,-98.59870868,29.49117648,2660.691393
1490,SAPD16283845,12/29/2016 17:00,-98.51642326,29.54738403,2367.658923
1489,SAPD16283367,12/29/2016 17:21,-98.45023412,29.40892284,2854.509606
1491,SAPD16283406,12/29/2016 18:15,-98.39964617,29.39374557,2109.945731
1488,SAPD16283628,12/29/2016 20:00,-98.6555633,29.49439255,1942.560525
1496,SAPD16284764,12/29/2016 23:00,-98.41455936,29.50325017,2272.347812
806,SAPD16284287,12/30/2016 0:00,-98.58029366,29.52408962,2458.660666
805,SAPD16283867,12/30/2016 0:01,-98.51272942,29.42139063,3298.332277
829,SAPD16284069,12/30/2016 6:00,-98.53889452,29.41305074,3224.809312
804,SAPD16284063,12/30/2016 6:30,-98.42401492,29.48915793,2465.763254
810,SAPD16283948,12/30/2016 6:30,-98.57376488,29.44586336,3112.589522
802,SAPD16283739,12/30/2016 7:00,-98.67825708,29.44237778,1685.351823
803,SAPD16284155,12/30/2016 7:00,-98.41109912,29.52615947,2020.415471
825,SAPD16284270,12/30/2016 7:00,-98.47447524,29.50473986,2768.967109
801,SAPD16284192,12/30/2016 8:00,-98.41383978,29.49355856,2326.319477
824,SAPD16284248,12/30/2016 9:00,-98.49304939,29.42665669,3209.262923
800,SAPD16283915,12/30/2016 11:00,-98.4665817,29.37055517,2669.571194
799,SAPD17007484,12/30/2016 12:00,-98.41823766,29.62989177,845.5572389
809,SAPD16283916,12/30/2016 12:00,-98.61548855,29.33269565,1639.787177
798,SAPD16283990,12/30/2016 14:20,-98.6682907,29.48095667,1870.649764
794,SAPD16284452,12/30/2016 17:00,-98.524444,29.541944,2516.97623
795,SAPD16284285,12/30/2016 17:00,-98.50371273,29.4399198,3280.53702
796,SAPD16284698,12/30/2016 17:00,-98.51763097,29.38968608,3044.740062
797,SAPD17001696,12/30/2016 17:00,-98.60177708,29.57749941,1625.908771
793,SAPD16284034,12/30/2016 17:40,-98.49458259,29.37571009,2879.16497
808,SAPD16284577,12/30/2016 18:00,-98.65994598,29.42503629,1892.697531
792,SAPD16284214,12/30/2016 19:51,-98.56417889,29.51561913,2760.508073
871,SAPD16284302,12/30/2016 22:45,-98.45733685,29.43290589,3091.637728
408,SAPD17000988,12/31/2016 0:00,-98.46180551,29.42312419,3105.195764
222,SAPD16284737,12/31/2016 6:30,-98.38581413,29.58500214,1152.51804
391,SAPD16284470,12/31/2016 6:30,-98.64150757,29.39889531,2056.010199
412,SAPD16284471,12/31/2016 6:55,-98.50484264,29.52425029,2684.507599
221,SAPD17000909,12/31/2016 8:00,-98.44447684,29.52307692,2451.403645
390,SAPD16284789,12/31/2016 8:00,-98.47646316,29.37430643,2828.759461
411,SAPD17000625,12/31/2016 9:00,-98.45818581,29.36646387,2622.392817
220,SAPD17000937,12/31/2016 9:20,-98.54353938,29.49788419,3030.538634
219,SAPD17001344,12/31/2016 11:00,-98.51849294,29.57014994,2047.383624
389,SAPD16284778,12/31/2016 12:00,-98.48969118,29.37149507,2869.840547
431,SAPD16284640,12/31/2016 13:00,-98.45407233,29.4430058,3045.073913
432,SAPD16284774,12/31/2016 13:00,-98.52741778,29.40510716,3237.49175
429,SAPD17001707,12/31/2016 15:00,-98.46262194,29.40051266,3043.313085
430,SAPD17000241,12/31/2016 15:00,-98.65826363,29.40423551,1860.036552
428,SAPD16284933,12/31/2016 17:00,-98.58764051,29.46660747,2994.215601
427,SAPD17001103,12/31/2016 18:00,-98.44527384,29.33482177,1992.970398
410,SAPD17000184,12/31/2016 18:15,-98.63326372,29.41422057,2308.217003
426,SAPD16284892,12/31/2016 18:45,-98.50096372,29.39737768,3237.237724
423,SAPD16284945,12/31/2016 20:00,-98.55471963,29.50329692,2967.978279
424,SAPD17000317,12/31/2016 20:00,-98.48298288,29.42566051,3288.808655
425,SAPD16284966,12/31/2016 20:00,-98.70186358,29.43934481,1452.834911
422,SAPD17006243,12/31/2016 21:00,-98.57844701,29.47315421,3101.071512
421,SAPD17000181,12/31/2016 22:00,-98.54576692,29.43346803,3485.027664
409,SAPD17000058,12/31/2016 22:30,-98.5413944,29.43145338,3475.804858
